episode_id,title,description
24405388-eab0-4d51-ab84-c980ff1982cf,NBP Podcast #1 Никита Слепых,В гостях один из самых долгоиграющих активистов - Никита Юрьевич Слепых. Больше 10 лет в активе юрфака - что за это время произошло? Почему так долго? На это и многое другое ответы в этом выпуске
4bd31c76-dbd9-4eea-87bc-dc1db7ca5050,"Ксения Бычкова: почему многие боятся прийти на танцы? Страх неловкости, чужого мнения и даже… того, что понравится!","В новом выпуске шоу-подкаста «Непоhubщина» Михаил Жуков беседует с преподавателем танцев Ксенией Бычковой о магии движения, внутреннем раскрепощении и том, как танцы помогают людям преодолевать зажимы не только в теле, но и в жизни.


Ксения Бычкова — не просто преподаватель танцев, а человек, который через движения учит людей, как обрести"
0f60ffca-cbd2-4b57-acee-991304b103d5,"ДДС: Денис Казановский — воспитание, образование и насмотренность трех дочерей","Дети, Деньги и Спорт - лишь часть колеса баланса, но именно это интересно мне сейчас. Я буду приглашать тех, кто добился в этих трех сферах ощутимых результатов и расспрашивать про их жизненный путь.


Денис Казановский - Основатель консалтинговой компании Margo & Partners - гость первого подкаста. Мы познакомились около 5 лет назад в бизнес-клубе"
06674a10-12a8-4abf-a41d-2533116af0a5,Episode 2 - Anna Pankratenko,We are joined by Anya for the first podcast in English as we talk about the voluntary organisations in Moscow and how you can join them.
43d02036-893b-4123-a330-d241ba37ca11,Деньги на фронте и в тылу,"На лекции подробно обсуждаются финансы в военное и послевоенное время, государственные военные займы, лотереи, известные военные финансисты, особенности государственных казначейских билетов выпусков 1934-1947 годов и многое другое."
8f9c4ae5-f8b3-4d6f-b649-983f5ad86cf9,"06 - працапакуты, працапакуты, яшчэ крышачку працапакут і скрам","0:07 - Працапакуты гомзіка

26:19 - Гэмблінгавыя кампаніі - норм ці стром

34:24 - LeetCode на сумоўях

42:36 - (Нарэшце) вітанні

43:47 - Працяг бубняжа пра пошук працы

51:22 - Fizzy.do - чарговы таск трэкер

1:02:54 - Cosmic DE

1:07:22 - CLI тулы для ШІ

1:15:50 - Людзі не ўмеюць карыстацца скрамам

1:30:16 - Modern build systems

1:42:41"
37773298-fff0-4feb-9e57-89e27df41332,NBP Podcast #3 Константин Федянин,В гостях Константин Федянин - жюри Студвесён ВГУ. В этом выпуске вы узанаете всё о его творческом пути и не только
afff845f-7bce-45c3-a825-62eb7e6d1f4e,Бизнес-психолог Марина Югай - Как научиться быть СЧАСТЛИВЫМ?,"Друзья, гостья моего подкаста сегодня - Марина Югай, уже 12 лет помогает бизнесменам расти и развиваться, предприниматель с 30 летним опытом и наставник Чемпионов (это ее новая программа). С Мариной мы знакомы уже давно по бизнес-клубу VQ, она помогала и лично мне разобраться с некоторыми моментами по бизнесу, за что ей очень благодарен. У"
fe3c90e9-011f-4dd4-bcd7-98411887ccb6,Сторона Света. Путь добра. Лилия Воронина,"Дорогие друзья! 

Рад вам представить этот продолжительный разговор с моей одноклассницей, спортсменкой, комсомолкой и (само собой) красавицей – Лилией Ворониной. Это обычный человек с необычными гранями судьбы, необычными гранями профессии, с многогранностью таланта как у большого драгоценного камня, и всепроникающим теплом душевной доброты."
6fdad45e-6297-48c0-95ba-5664b30effba,Вот и лето прошло.... в ноябре,"С НЕБОЛЬШИМ опозданием подводим итоги лета, советуем и не советуем всякое разное.


Группа в TG: https://t.me/GORANAFON

Чат в TG: https://t.me/+n2yeHHrOuCQzNTgy

Youtube: https://www.youtube.com/@GORANAFON

Apple: https://podcasts.apple.com/us/podcast/gora-nafon/id1819353785

Яндекс: https://music.yandex.ru/album/37069027

Поддержать нас"
48acace7-5315-4b3e-9495-3c473c2fcaae,Лист Подкаст#22 КЫРГЫЗ И АЛГА/ ЭДУАРД КУБАТОВ и ЭВЕРЕСТ,"Есть такое выражение: ""У каждого Человека есть свой Эверест!""... именно так для каждого проигрывается путь к достижению мечты. Для кого-то - это образное выражение, а для кого-то -реальное восхождение! Друзья мои, сегодня я услышал самые потрясающие и захватывающие истории о восхождениях на Эверест, а также другие высочайшие горы от самого"
7f053dde-90da-4f8c-8781-1709bcd21c58,Вокал и телесная терапия,"В выпуске мы с Анной Плешковой рассматриваем основы телесной терапии и ее связи с звучанием голоса.
Разбираемся почему существуют зажимы в мышцах, как они мешают звучать, ощущать себя и жить свободно. Как эти зажимы прорабатывать и как улучшается самоощущение и звучание голоса после их проработки. В подкасте вы найдете как теоретическую информацию,"
7f053dde-90da-4f8c-8781-1709bcd21c58,Вокал и телесная терапия,"В выпуске мы с Анной Плешковой рассматриваем основы телесной терапии и ее связи с звучанием голоса.
Разбираемся почему существуют зажимы в мышцах, как они мешают звучать, ощущать себя и жить свободно. Как эти зажимы прорабатывать и как улучшается самоощущение и звучание голоса после их проработки. В подкасте вы найдете как теоретическую информацию,"
333c490a-b44b-466e-8ff9-d1e5a35e8dcf,МЖ+ Выпуск 1,"Первый, он же пилотный выпуск подкаста МЖ+ перед вами!
Дебютный гость - прекрасный Семен Клюжин, композитор, меломан, музыкальный фанат!
Поговорили про выход Spotify на российский рынок, обсудили состояние нашей музыкальной сцены и узнали, как медитировать с новой музыкой)

Слушайте с удовольствием, будем рады вашему фидбеку!)

P.S.
Мы только"
4b04f720-9301-48f9-b19a-06fcfe517d02,TWE PODCAST #4,"AHAHAHAHAH

Мы живем в обществе"
1aa34fd0-d27d-452d-8835-60caae7f1b95,gzo_podcast #0,Обсудили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили покурили обсудили
85568088-475d-4f98-a249-b63bba308aa7,CUSTOM PEOPLE TUNING PEOPLE #2 | ОРГАНИЗАТОРЫ TUNING OPEN FEST | ПОДКАСТ,"В гостях у Алексея Летнего организаторы первого пляжного тюнинг - фестиваля TUNING OPEN FEST - Лиза Рыбко (известная в узких кругах как «Улыбка Касты») и Влад Корнев (он же «Шеф»).
Ребята рассказали про свой фестиваль тюнячных тачек, красивых девчонок и жарких парней.

The organizers of the first beach tuning festival TUNING OPEN FEST, Lisa"
28278ddc-a72c-4c3a-af29-21c4bc70aba8,Эта профессия существует? Как человек меняет судьбы лошадей?! |ProWork_Podcast #9,"В этом подкасте я расскажу о важной и редкой профессии – реабилитологе лошадей. Вы узнаете, как специалисты помогают животным восстанавливаться после травм, какие методы используют и где можно обучиться этой профессии. Если вы любите лошадей и хотите связать с ними карьеру – этот выпуск для вас!  
#лошади #реабилитация #ветеринария #иппотерапия"
090271ee-c8bb-49ce-9087-b67d18375da7,Еженедельный стрим 40,Стримы по понедельникам в 19:00 мск https://t.me/alexeytiru
b87b0e13-0310-47c2-8993-cda67b67b2e2,З Уладзімерам Русаковічам: стварыў 1740 артыкулаў у Вiкiпэдыi,"Што такое левыя і правае?

https://stats.wikimedia.org/#/be.wikipedia.org

https://stats.wikimedia.org/#/be-tarask.wikipedia.org

https://stats.wikimedia.org/#/be.wikisource.org

[https://stats.wikimedia.org/#/be.wikipedia.org/reading/total-page-views/normal|bar|all|~total|monthly](https://stats.wikimedia.org/#/be.wikipedia.org/reading/total-page-views/normal|bar|all|~total|monthly)"
ea3cfd22-a633-4ba7-9c18-70d1dfe7412f,DJ ANDREI ILYIN - ANNA KALASHNIKOVA,"Are you ready to elevate your listening experience with one of the most vibrant radio shows in the world? Welcome to DUBAI RADIO, where the beats are hot, the vibes are electric, and the hosts are simply unforgettable! Join DJ Andrey Ilyin and the enchanting Anna Kalashnikova for an auditory journey that will change the way you feel about"
08f13751-0fe6-4aad-a5cb-a86508b862c3,Судейство треков на онлайн-конкурсах как категория оценивания,"00:00:00 Здороваемся. Денис ""INMOR"" Набережных и Александр ""lende"" Карташов.

00:01:37 О чем будет подкаст? Системы судейства (СС)

00:03:20 СС ""+/-""

00:13:05 СС ""ОВ"" (оценка трека от 0 до 3)

00:16:10 Правильно ли ""разбивать"" ОВ-шкалу на личные подкритерии?

00:20:10 СС ""ОВ"" (оценка трека от 0 до 10)

00:26:00 СС ""10/10/3""

00:28:10 Можно"
2860ec75-6c52-4fba-8c1c-7c80514b6aa1,Будни Revers #3 - Ткачев Николай Федорович,Сегодня про свои БУДНИ расскажет Ткачев Николай Федорович - учитель физики лицея №5 города Ставрополя
2512d825-b03f-4127-abdc-2b1c99783ce3,Еженедельный стрим 8,Стримы по понедельникам в 19:00 мск https://t.me/alexeytiru
24454dab-5c86-4d32-84d4-300b2d4fbb42,Блокнот,"1 глава книги ""Оракул"" Старец Ефимий и странная девочка."
2512d825-b03f-4127-abdc-2b1c99783ce3,Еженедельный стрим 8,Стримы по понедельникам в 19:00 мск https://t.me/alexeytiru
24454dab-5c86-4d32-84d4-300b2d4fbb42,Блокнот,"1 глава книги ""Оракул"" Старец Ефимий и странная девочка."
357ab06b-e6dd-45e2-a55a-bd417a282081,"Dayruin: ожидание нового сета, киберспорт и мы просто любим делать ЭТО","dancingcarotman@gmail.com - почта для сотрудничества
https://vk.com/dancingcarrotman - Артем
https://vk.com/saturnushkatft - Андрей
https://vk.com/kapibaro_tft - Илья

https://www.twitch.tv/dayruin - Борис"
e8de6ed5-2c92-4b72-9d89-7b683f429b2a,Город как визуальный текст,Лекторий «Архипелага 2121»
ca903baf-2655-4603-aa66-797d5945740f,Симуляция или Сущность: Исследование Вселенной,"Присоединяйтесь к нашему оживленному дебату, где мы исследуем границы реальности, разбираемся в теории симуляции и индуистской концепции майи. Этот подкаст ставит под сомнение всё, что вы думали знать о Вселенной и существовании. Узнайте, почему одни люди верят, что мы живем в иллюзии, а другие отвергают эту идею. Приготовьтесь к глубокому"
c893d16a-5168-47c6-9157-0ee3f8eca41f,THE CHAI SHOW: Мамы как вдохновение с Викой Бузой,"В этом выпуске Зи и Азис болтают с популярной блогершей Викой Бузой, которая год назад переехала из России в Алматы. Этническая бурятка представляет пласт азиатских креаторов, которые заполоняют мировые тренды и форматы. Здесь она рассказывает о начале своего пути, первом успехе, жизни в Алматы и планах на будущее."
bc9ff66c-fa6e-447c-8c44-b73f1d0dddcc,"Японский, железная дисциплина и инвестиции — как всё это связано?","🎙 О чём этот выпуск?
В этом эпизоде у меня в гостях Константин Мовеша — преподаватель японского, спортсмен и инвестор. Мы разберёмся, как дисциплина из спорта помогает ему в преподавании и финансовой грамотности, и как не слить депозит на эмоциях.

👉 Совет от гостя в конце выпуска — не пропустите!

📌 Для кого? Для тех, кто учит языки, качает"
68bf0c62-e5a8-4dcf-a4b3-3d8a36ab68ab,Yad/vol.1 Babayeva,"Nərminlə yenə atomu parçalamağa çalışmışıq. Necə tanış olduğumuzdan, İstanbul macəralarımızdan, məktubdan, sevdiyimiz alimlərdən, müəllimlik peşəsindən, qısacası, o an ağlımıza gələn hər şeydən danışmışıq. Spoiler Alert!!! Sonda, deyəsən,  dünyanı xilas eləməyə çalışıram.))) 

Qulaqlarınız dərd eşitməsin!"
c0e2d80f-e320-42b0-8268-ee222dc71720,"0! ""Аристократ"" Пилоттық шығарылым","Пилоттық шығарылымда қатысқан қонақтар: Узбекалиев Кенбай, Мырзатай Жансерік, Амина Калембай және де жүргізушіміз: Мантай Асхат!

Шығарылымда:
 - Соңғы болған жаңалықтар
- Онлайн турнирлардың проблемасы
- Пікірсайыстағы бар өзекті мәселелердің себебі және оны қалай шешу керек жолдары
- АПФ Премьер-министрінің жаңа оқу жылдағы жоспары
- Қазақ"
3ff6c8e4-7abe-401a-adf3-369a36fad55d,Будущее Норильска - Алексей Фирсов,"Наши проекты: 
Андрей Шалимов, автор Telegram-канала «#Шалимовправ» - https://t.me/shalimovprav
Сергей Мясников, автор проекта «Амбассадор Сибири» - https://t.me/zaKamnem"
28eddf0a-6b99-446f-86c3-7c2599e0820,,
01ef9c48-a84a-48ae-bc78-1580aa17a835,МИША СОСНИН - Про поступление в ГИТИС,"Миша Соснин, актёр, режиссер.

Беседа про личный опыт и поступление в ГИТИС.


Как поступать на режиссерский?


Чему учат на первом курсе?


Этюды - жизнь моя?"
983f0abc-30c9-4e72-9125-91ace5a6577f,Реалити похудение: -30 кг за 6 месяцев | Прогресс и первые результаты,"Это второй выпуск нашего реалити-шоу о похудении! В прошлый раз мы обсудили лишний вес и поставили цель — сбросить 30 кг за 6 месяцев. Сегодня поговорим о первых успехах, взвесимся и узнаем, как изменилось самочувствие героя. Подписывайтесь, чтобы следить за прогрессом и мотивацией на каждом этапе! Я в других соц. сетях: Instagram - https://www.instagram.com/kadarmenov_arman"
dc3bba11-7a1c-4e14-ae04-30affb39cc46,Технологии управления своей реальностью,"Запись ежесубботнего эфира из моего тгк https://t.me/singerdina1


Мой бессменный соведущий https://t.me/mirkosm"
65834376-1536-4b8f-9a7a-5855600880e0,S01E05.Упаковка Бреда. Про работу.,"Поговорили про работу. Мотивацию. Первый рабочий день. Как понять, что пора уходить."
8fb9edd7-b878-465b-8024-67f3a01afc14,Pierre-Alain Coffinier,"Welcome our guest from General Consulate of France in Ekaterinburg - Mr. Pierre-Alain Coffinier!

In this episode in British English with a little French, Mr. Coffinier shared with us the diplomatic service and its features in France, told stories concerning bright diplomatic personalities throughout of its history and discussed digitalization's"
fd1da668-cab9-488b-9bda-681d5dcd8eaf,"Подкаст-терапия, ""Монастырь"", коренной латыш","Семейный YouTube-канал:

· https://www.youtube.com/lizokkan


Социальные сети:

· Лиза https://instagram.com/elizabeth_sdrv

· Марк https://instagram.com/ya_mark_sidorov"
17b48c6d-cc97-4dbf-b610-d3b6dc0e2cc7,"Opel Astra G 2003 г.в., Ford Focus II 2007 г.в., и Вадим Зенькевич - выпускающий редактор Автобизнеса (abw.by).","В этом выпуске мы поговорили с Вадимом Зенькевичем – выпускающим редактором Автобизнеса (abw.by).
Обсудили вопросы связанные с работой сайта и редакции. И узнали о его опыте владения автомобилями Opel Astra G, купе, 2003 г.в., 1.8 бензин, механика  и  Ford Focus II, 2007 г.в., 1.6 бензин, механика."
e04be54d-97f6-4268-863c-1bd0f5773c11,"Весь мир утонет, а Казахстан останется столицей киберспорта","Таймкоды:
00:00 - Вступление


01:16 - Как пережить выгорание


11:37 - Казахстан - самая прогрессивная страна и вот почему


21:57 -  Киберспорт покоряет олимпиаду и вызывает сомнения


43:42 - Гринпис и алкоголь покидают Россию"
04ad197b-7db6-4f46-b3ec-9f804fd43a30,Конфетно букетный период планирования,"Добро пожаловать в новый захватывающий выпуск нашего подкаста, посвященного теме GTD - Getting Things Done! Мы, Лёха, Тёма и Богдан, решили поделиться нашим опытом, как GTD стал неразрывной частью нашей жизни.


🌟 В начале мы кратко рассказали о том, как GTD появился в нашей жизни и как он изменил наше восприятие управления задачами и временем."
12a75799-b63e-4034-8533-d9a0d1ecf8f0,Приключения Акерке в старой доброй Англии,"Дети остались в Казахстане, а ты учишься в Великобритании. Каково это?
⠀
В сутках 24 часа, ты как белка в колесе: учишься и ведешь активную социальную жизнь. Такая жизнь нелегка, но она дарит ощущение самореализации и полноты твоих дней.
⠀
Как можно говорить с британцем на казахском языке и делать доброе дело?
⠀
Всё это про Акерке Бекахметову,"
043c9941-a71c-420c-96a6-39d79cf1729d,СПОС: Прихожая (Выпуск #1),"привет, по уважительной причине (суббота 23-его января была проведена на свежем воздухе), новый выпуск СПОСа – «субъективного подкаста одним словом», выходит с небольшим опозданием. но ведь выходит! точнее – „входит“, так как говорить мы, Гоша и Паша, будем о ПРИХОЖЕЙ. 


это пространство совмещает и концентрирует в себе тоску расставания"
5add2115-f103-42b9-98fe-0a2b95cdb56f,"8! Ақтөбе Пікірталас Орталығы, Қазіргі жағдайы, Жұмысы және Жетістіктері","АПО
 Қайырлы күн құрметті тыңдармандар, сіздерге кезекті «Аристократ» подкастын ұсынамыз. Біз подкастарымыздың келесі шығарылымдарын аймақтардағы пікірсайысшыларға арнағымыз келеді. Бүгінгі біздің қонағымыз Ақтөбе Пікірсайыс Орталығының мүшесі Қуаныш Ақерке ханым.

Шығарылымда:
-Батыс пікірсайысының жалпы жағадайы қазір қандай?
-Ақтөбелік"
d8ef3a94-b19f-43a4-a098-99320a481c4c,25.12.22 Все свои. Недоступный общественный транспорт,Утреннее шоу «Все свои» на «Владивосток FM»
099bc94a-9d76-4fc4-abf5-b917391d6635,2025-10-23 Точка отсчета,"В выпуске:

- Вернулся в подкаст спустя 4 месяца

- Разница после переезда в Тбилиси из Батуми

- Уровни сложности в действиях

- Благодарность текущему положению

- Дальнейшие планы по развитию

- Переезд в Англию


Подписывайтесь на мой подкаст и на телеграм канал!


Ссылка на телеграм-канал:

https://t.me/mnagaraev


Подкаст на Яндекс музыке"
52d31471-67cf-4ef8-abcd-143ad6958f05,Introducing Our New Sister Show - The Adnan Husain Show!,"The following episode is from Adnan's new show, aptly titled The Adnan Husain Show.  Don't worry, Adnan is still continuing with Guerrilla History, and we will be back with our next regular episode next week!  We just wanted to let you know about this exciting new project so that you can subscribe to it.

In this episode, Professor Adnan Husain"
669b8dd8-d99c-4361-856c-9bb1e171f4d5,Ольга Белан - МЕТАкарты,Ольга Белан - МЕТАкарты by Ольга Белан
efe28d9c-b3c2-47b1-89ce-0a848efd167d,"#1 – Где родился, там и пригодился? Обсуждаем переезд в другой город","Episode Notes
Наверное, каждый хоть раз да мечтал о переезде в другой город/страну. И у некоторых даже получилось! Стоит ли оно того? Как избежать трудностей? Хочется ли обратно? Обсуждаем на собственном примере в первом выпуске подкаста ""Есть одно НО"".

Ищите нас и пишите вопросы в группе ВКонтакте

За обложку спасибо Юле ДавыдовойМузыка:"
7d6a5ebe-3f5b-42c3-a502-f07fcc8e46f5,Общины Золотого века. А. Кубельский и В. Слепцов,"Владимир Слепцов - общественный деятель, философ, благотворитель, путешественник.


Александр Кубельский – философ, поэт, путешественник, духовный наставник, создатель и лидер проекта «Золотой век»."
16cdaafc-d87a-4a41-bf36-c1c2f76a9ab3,Массовая или элитарная литература,"В этом выпуске мы поговорим о разделении литературы на массовую и элитарную, постараемся найти истоки, порассуждаем о значимости обоих направлений для читателя и выскажем своё отношение к каждому!"
27eb60ae-88ef-4d83-90d4-e7acde9da810,"Стажировки, джуны, начало пути в IT, менторство...","00:00:20 - Intro.

00:00:20 - Приветствие.

00:00:54 - Что изучать и когда остановиться?

00:04:46 - Когда остановиться и прийти за помощью?

00:06:55 - Нужно ли учить Compose?

00:11:47 - Маркеры на собеседовании.

00:14:20 - Нужен ли джунам ChatGPT и Copilot?

00:19:08 - Нужны ли джунам проекты на Github?

00:22:47 - Нужны ли джунам опыт"
39c37704-f4ec-4ba8-ad10-2241e4d8f2cc,Алексей Локонцев. Сделки на основе рукопожатий и последствия которые они за собой влекут,"🎙 «Травма основателя» — эпизод о сделках на доверии с Алексеем Локонцевым

В этом выпуске обсуждаем сделки на честном слове, их риски и последствия. Основатель сети франшиз TopGun Алексей Локонцев делится реальными историями, где рукопожатие заменяло контракт, и чем это обернулось.

Вместе с ним в подкасте:

✅ Юрист Михаил (Vamos) — объясняет,"
4a97aab9-1eae-490a-a992-2ab7e6c06f11,История успеха студентки. Героиня выпуска - Надежда Савосина,"Выпуск подкаста: ""Путь к себе через объектив""
В этом выпуске наш ведущий Михаил Рыжов — профессиональный фотограф и руководитель фотошколы — беседует с талантливой студенткой Надеждой Савосиной. Вместе они рассказывают о том, как Надежда пришла на обучение, столкнулась с первыми страхами и сомнениями, и как благодаря поддержке наставника и"
e676211f-67fa-4af3-a5ab-0566bb46c543,Кому принадлежат мои органы? В Германии спорят о новом законопроекте.,"Действующий закон ФРГ о донорстве органов основан на ""правиле согласия"": потенциальным донором считается лишь тот, кто добровольно и в письменной форме согласился отдать части своего тела после смерти. Но теперь регулировать донорскую трансплантацию в Германии предлагают иначе. На прошлой неделе группа депутатов от шести фракций в бундестаге"
99530eab-e496-436a-a765-34e988f7bd71,Особенный Яблочный,"Так уж получилось, что из-за большой конференции Apple мы смогли обсудить только её. Мы не специально, но новинок было действительно много, так что мы оттянулись во всю."
5edb483e-f46b-40e5-af78-a1e6af2521eb,Диетолог Натали Макиенко про осознанное питание без диет и срывов,"Строгие диеты устарели! ❌ В этом выпуске подкаста мы разбираемся, как образ жизни влияет на питание, почему подсчёт калорий не работает, и как можно есть всё, но не набирать вес.


Наша гостья – диетолог – рассказывает про интуитивное питание, объясняет, зачем вам нужен диетолог, и даёт практические советы по сбалансированному питанию без"
621f76ff-22ba-47c3-944d-c99616624430,Ноль вопросов - Выпуск #4,"Дефекация Дайера как отражение игры ""Тоттенхэма"" и ""Арсенала"". Неугомонные Варди и ""Эвертон"". Самый что ни на есть невезучий ""Брайтон"" и уже маячащие на горизонте вопросы к Лэмпарду."
c21efadb-b905-4414-8abb-6ccdbee484a4,Оверимплоймент (фуллтайм на 2+ работах одновременно),"📊 ЕСЛИ ВЫ РАБОТОДАТЕЛЬ И ХОТИТЕ ПРИНЯТЬ УЧАСТИЕ В ЗАКРЫТЫХ ТОЧЕЧНЫХ ИССЛЕДОВАНИЯХ РЫНКА
1️⃣ Мы в NEWHR запустили серию микро-исследований, ближайшие темы:

— Правда, ли что найм перемещается в офисы, вместо удалёнки

— Правда ли, что фрод-кандидаты аффектят найм и способствуют изменению процесса оценки

— Правда ли, что AI заменяет часть"
c7703ff4-45d7-4769-a6e6-1cb22345619e,"Выжить в нулевые: страх, принятие и любовь.","Почему жить в Дагестане было страшно? Зачем Хаджимурату и Лере записывать подкаст? Для чего переезжать в Махачкалу из Башкирии?
Это второй выпуск подкаста «В городе», где вы сможете ближе познакомиться с его ведущими и узнать их истории 🌸"
7a7cf09c-3f8a-40e8-b160-f51641ce704f,Как обнять неопределённость,"В этом эпизоде мы говорим о том, как жить, когда мир ускользает из-под контроля. Почему попытка всё предусмотреть ведёт к тревоге, а принятие хаоса — к свободе? Вместе с Ницше, Монтенем и Талебом ищем красоту в сломе и силу в случайности.


Поговорим о философии антихрупкости, о том, как научиться ценить ошибки и почему настоящая красота —"
f191ee4b-409d-454d-b83b-bc46ebc9b898,Умный разговор с отцом Владимиром,«Умные разговоры» с интересными саровчанами о жизни в Сарове
6381a4cb-210e-49dd-a693-289ea24db7aa,"Новогодний выпуск! Топ настольных игр 2025, новинки Hobby World за декабрь","Новогодний выпуск! Составили для Вас топ игр 2025!
Обсуждаем новинки Hobby World вышедшие за декабрь 2025


Телеграмм Канал клуба настольных игр: https://t.me/HG_Igumenski

Instagram - https://clck.ru/3QU7jV

TikTok - https://clck.ru/3QU7k8

Сайт подкаста - https://kartonnkosti.mave.digital


Музыка в подкасте: Strawberry Candy - Calm Space"
13732aca-be61-440c-b2f0-11ced0507753,Как поставить спектакль на даче,"Спикер: директор департамента недвижимости “Цифровые СНТ Подмосковья” Фёдор Мезенцев
Ведущая: Мира Алекса"
b107902e-8818-4b45-9e14-a19a7322633a,"О побеге от ОМОНа, ВНЖ за 500 долларов и взрывах","«Я бежала от ОМОНа, но, видимо не так быстро я бегаю, надо было бегом заниматься, - говорит Агния, маркетолог с 12-летним стажем. В Беларуси была директором беларуского издания kyky.org и  the Village Belarus.Сейчас Агния активно изучает и практикует психотерапию. 

На нашей кухне Агния, белорусска, беженка «со стажем» (как тут без юмора?)."
7065200f-227a-4818-8952-142404541927,"Франчайзинг в России: мифы, тренды и честные истории | Екатерина Сойак в гостях у FranchCamp","В этом выпуске подкаста FranchCamp Константин Урванцев беседует с Екатериной Сойак - иконой российского франчайзинга, основателем и бессменным руководителем выставки BuyBrand.
Поговорили о том, как зарождался рынок франчайзинга в России, как запускалась первая выставка, почему в отрасли так много мифов и заблуждений, и с какими проблемами"
8c26ca86-474b-433f-8a88-b12f25bc766c,"Подкаст ВИЗИТ-ка, №1 Хоровой фестиваль","Подкаст о визитных карточках ПСТГУ. Студенты, преподаватели и сотрудники Православного Свято-Тихоновского университета рассказывают о событиях, без которых немыслима жизнь ПСТГУшников.


Автор: Валерия Фатьянова

Звукорежиссёр: Николай Назаренко

Художник обложки: Таисия Титова

Организатор: Студенческий Совет ПСТГУ"
a40f7709-5794-4b07-97cf-bb561d801bcf,Скажи честно,"Всем привет!


Мы начинаем наш новый подкаст ""Скажи честно"". И, если честно, когда мы его записывали, названия ещё не было. Да и уверенности не было, что выставим на всеобщее обозрение. И...была - не была: любите и жалуйте!

Этот подкаст о подростках для подростков и для родителей подростков. И сегодня у нас в гостях Александра - 17-летняя"
0b447df3-b7f4-4d8f-b27b-1e14401db718,ИРИНА ГЛЕБОВА - Как поступить творческий ВУЗ?,"Ирина Глебова, к.п.н, декан продюсерского факультета АНО ВО ГИТР, креативный продюсер ООО ""Красный квадрат""

Интервью с экспертом о поступлении в театральный и подготовке к прослушиванию"
02fd7475-0899-4585-8760-4260d2f932eb,"Гид Новосибирска, Наталья Сапко, в подкасте «город N»","В этом выпуске поговорили с топовым гидом Новосибирска Натальей Сапко. Что посмотреть в городе, чем удивить местных жителей и почему важно слушать себя и заниматься любимым делом. А также рекомендации любимых мест Новосибирска"
9540ccad-b0b0-4452-a3b0-c81b48c6657b,Ребёнок старше года и до Кризиса Трёх Лет.,"Когда ребёнок начинает ходить — в том числе в детский сад. Адаптация — действительно понравилось в саду или ребёнок смирился с травмой привязанности от безысходности? Обсуждаем детский сад. Нужно смотреть, как ребёнок пытается само-отрегулироваться. Кризис трёх лет – важнейшая сепарация ребёнка."
9f10468c-e23f-4422-bb17-dcc58e8a2e69,КАСТ. Made in Lado #3 | Фильм | гр. КОСТИ | Инсайд,"Позвали в гости Игоря Костикова, по традиции припили пуэра и обсудили тот самый фильм от «Как Сам?». Постарались избежать спойлеров, но всё же будьте осторожны."
27813bf1-e601-403d-b785-5475bdd1a6c6,Искусственный интеллект наступает! Чем это грозит учителям и когда нас всех заменит ИИ? Интервью с Кристиной Геворкян,"Гость этого выпуска - Кристина Геворкян, автором телеграм-канала ""Тренды образования"", руководителем ""Методологии ЭдТех продуктов"". 
О чем выпуск:

- что может современный ИИ и насколько он полезен образованцам;

- чего действительно стоит опасаться педагогам;

- чего бояться современные учителя и что с этим делать;

- когда ждать восстания"
b7c64c47-62eb-495e-8f6d-bd773a912ef6,ЯГД#9 Особый литературный эпизод и долгожданные гости,"В гостях сырная поэтесса Елена Сезам и хранительница тайн Петербурга Робофиш. Вместе с гостями рассказываем про свои любимые и ненавистные буковки

Запись от 05.06.2022"
35f73508-e3e9-4d30-98dd-3b9daeda6735,Современная живопись: созидать или продавать? Востребованность интерьерных картин,"Вот и настала пора разрушить миф о бедном художнике 👩🏻‍🎨🎨 


В 5 эпизоде знакомимся с самым творческим бизнесом - интерьерной живописью. 


🗣Новый герой подкаста - Аделина Акбирова, владелец студии картин на заказ “ARTLAB INTERIOR"", создатель школы современной живописи “AKBIROVA ART"", успешный предприниматель. 


Поняв, что художников"
25d7e9f0-10a5-4ebe-984c-d0b57aea859b,"Инструменты PRоявленности | Ксения Котвиц, Анна Вакал","В этом подкасте обсуждаем:

- Как замужество и рождение детей влияет на жизненный темп женщины карьеристки?
- Почему ценность семьи уже на грани?
- Почему мы перестали замечать маленькие, но важные шаги в спешке за большими цифрами и результатами? 
- Как начать измерять себя нужными нам характеристиками?
- Как меняются ценности?
- В какой"
0852e37d-5690-4c75-afc0-cf341a36885c,"Голоса деревень № 12 - ""Пацанки 6 серия 10""","Эй йоу, всем привет. В сегодняшнем выпуске: пиликающий домофон, вечно падающий карандаш и аналитика десятой серии. Паскуда ли Крис? Пора ли выгнать Сырка? Заткнется ли Маши и даст слово Вере? Все в этом выпуске.

Группа в ВК: https://vk.com/public200439841"
